variety,season,release_year,duration_days_min,duration_days_max,yield_t_ha_min,yield_t_ha_max,plant_height_cm,seedbed_sowing,seedling_age_days,harvest,salt_tolerant,salt_tolerance_ds_m,submergence_tolerant,drought_tolerant,cold_tolerant,aromatic,zinc_mg_kg,notes,source,source_file,url,spacing_cm,seedlings_per_hill,weed_free_days,urea_kg_bigha,tsp_kg_bigha,mop_kg_bigha,gypsum_kg_bigha,zinc_sulphate_kg_bigha,fertilizer_timing
BRRI dhan99,Boro,2020.0,148,157,5.4,7.1,94.0,15 Nov-15 Dec,35-40,14-28 Apr,True,14.0,False,False,False,False,,"salt tolerant: 14 dS/m at seedling, 8-10 dS/m through reproductive stage; 4.1-6.6 t/ha depending on salinity; more tolerant than BRRI dhan67",read from scanned factsheet,wp_content_uploads_2014_02__BRRIdhan99.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRIdhan99.pdf,,,,,,,,,
BRRI dhan100,Boro,2020.0,148,148,7.7,8.8,101.0,15-30 Nov,30-35,13-28 Apr,False,,False,False,False,False,25.7,zinc-enriched (25.7 mg/kg); same duration as BRRI dhan74 with 4.5% more yield; suits almost all Boro districts,read from scanned factsheet,wp_content_uploads_2025_09__brridhan100.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan100.pdf,,,,,,,,,
BRRI dhan101,Boro,,135,152,7.72,8.99,110.0,15-21 Nov,35-40,14-28 Apr (1-15 Baishakh),False,,False,False,False,False,,"first Boro variety resistant to bacterial leaf blight (Xa21, Xa7, Xa4 genes); mean duration 142 days, between BRRI dhan28 and BRRI dhan58",read from scanned factsheet,wp_content_uploads_2014_02__brridhan101.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/brridhan101.pdf,20x15,2-3,30-40,36,13,16,13,1.5,"all TSP, MoP, gypsum and zinc at final land preparation; urea in 3 equal splits 10-15, 25-30 and 40-45 days after transplanting; harvest when 80% of grains are ripe"
BRRI dhan102,Boro,2022.0,150,150,8.1,9.6,103.0,16-30 Nov (haor and low land: 1-7 Nov),35-40,13-28 Apr,False,,False,False,False,False,25.5,"zinc-enriched (25.5 mg/kg, vs 18.2 in BRRI dhan29); 2 days shorter than BRRI dhan29 with higher yield; national release 18 Jan 2022",read from scanned factsheet,wp_content_uploads_2014_02__brridhan102.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/brridhan102.pdf,,,,,,,,,
BRRI dhan103,Aman,2022.0,128,133,6.2,8.0,125.0,15 Jun-7 Jul,25-30,25 Oct-15 Nov,False,,False,False,False,False,,same duration as BRRI dhan87; long slender export grain; rainfed T.Aman,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan103.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan103.pdf,,,,,,,,,
BRRI dhan104,Boro,2022.0,147,147,7.3,8.7,92.0,15 Nov-4 Dec,35-40,15-30 Apr (1-15 Baishakh),False,,False,False,False,True,,BRRI's only aromatic basmati-type variety (7.5 mm grain); ~11% more yield than BRRI dhan50; released 26 Dec 2022,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan104.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan104.pdf,20x15,2-3,40-50,40,13,22,15,1.5,"1st urea split with all TSP (or DAP), MoP, gypsum and zinc at final land preparation; 2nd urea 20-25 days after transplanting (tillering); 3rd 45-50 days (5-7 days before panicle initiation)"
BRRI dhan105,Boro,2023.0,148,148,7.6,8.5,101.0,15 Nov-4 Dec,35-40,28 Apr-8 May,False,,False,False,False,False,,low glycaemic index (GI 55; diabetic rice); ~8% more yield than BRRI dhan58; resistant to bacterial leaf blight; released 2 Mar 2023,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan105.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan105.pdf,,,,,,,,,
BRRI dhan106,Aus,,117,117,4.8,5.5,125.0,18-30 Apr,15-20,30 Jul-14 Aug,False,,False,False,False,False,,transplanted Aus for non-saline tidal areas; lodging resistant; 17.4% more yield than BRRI dhan27; approved at the 109th National Seed Board meeting,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan106.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan106.pdf,,,,,,,,,
BRRI dhan107,Boro,2024.0,148,148,8.19,9.57,103.0,16 Nov-5 Dec,35-40,14-28 Apr,False,,False,False,False,False,,"premium extra-long slender grain (7.6 mm), protein 10.02%; ~17.7% more yield than BRRI dhan50; medium-high to high land; released 9 Jan 2024",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan107.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan107.pdf,,,,,,,,,
BRRI dhan108,Boro,2024.0,149,151,8.5,10.0,102.0,18-30 Nov,30-35,end Apr-1st week May,False,,False,False,False,False,,"Zira-like medium slender grain, alternative to Zira in the north; 1.0-1.5 t/ha more than BRRI dhan100; lodging resistant; released 9 Jan 2024",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan108.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan108.pdf,25x15,2-3,40-45,42,17,20,15,1.5,"1/3 urea with all TSP (or DAP), MoP, gypsum and zinc at final land preparation; 2nd urea 30 and 3rd 55 days after transplanting; harvest when 95% of grains are golden (4-5 days late does not shed grain)"
BRRI dhan109,Aman,2025.0,147,160,5.0,6.5,128.0,1-15 Jul,35-40,7-14 Dec,False,,False,False,False,False,,long-duration Aman for tidal and flood-prone areas; ~21% more yield than BRRI dhan44 at similar duration; released 11 Mar 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan109.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan109.pdf,,,,,,,,,
BRRI dhan110,Aman,2025.0,123,140,5.0,6.65,120.0,1-15 Jul,20-25,1-15 Nov (10 Kartik-1 Agrahayan),False,,True,False,False,False,,"short-duration flash-flood variety: survives ~3 weeks of submergence (123 days without flood, 140 days after 3 weeks under water); 6.0 t/ha flood-free, 5.0 t/ha flooded; 20.5% more than BINA dhan11; released 11 Mar 2025",read from scanned factsheet,wp_content_uploads_2025_09__brridhan110.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan110.pdf,20x15,2-3,35-40,20,7,11,7.5,1,"1st urea with all TSP (or DAP), gypsum, zinc and half the MoP at final land preparation; 2nd urea 15-20 days after transplanting; 3rd urea with the other half MoP 35-40 days (5-7 days before panicle initiation). Flood-prone land: 2nd urea 7-10 days after the water recedes, 3rd urea and the rest of the MoP 20-25 days later"
BRRI dhan111,Aman,2025.0,146,160,4.3,5.7,162.0,1-15 Jul (17-31 Asharh),35-40,7-14 Dec,False,,True,False,False,False,,tall deepwater T.Aman for ~1 m deep flood and tidal low land (coastal tidal zone and haor-beel); stem elongation and moderate submergence tolerance; 2.0-2.2 t/ha more than local deepwater varieties; photoperiod sensitive; stem cuttings give a ratoon crop; released 11 Mar 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan111.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan111.pdf,25x15,3-4,40-50,26,8,16,9,1,"all TSP (or DAP), MoP, gypsum and zinc before transplanting; urea in 3 equal splits 25, 45 and 65 days after seed sowing, timed to the tidal and flood water: none while water is deeper than 25-30 cm, and 7-10 days after it recedes in tidal areas. Yield 4.3-4.7 t/ha in coastal tidal or deep water, 5.2-5.7 t/ha where flooding is milder"
BRRI dhan112,Aman,2023.0,120,125,5.1,7.08,105.0,1-30 Jul,25-30,1-30 Nov (16 Kartik-15 Agrahayan),True,12.0,False,False,False,False,,"salt-tolerant T.Aman: 12 dS/m for 3 weeks at seedling, 8 dS/m at reproductive stage; 4.14-6.12 t/ha with salinity, up to 7.08 on normal land; 1.0-1.5 t/ha more than BRRI dhan73; short duration frees coastal land for sunflower or salt-tolerant mustard",read from scanned factsheet,wp_content_uploads_2025_09__brridhan112.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan112.pdf,20x15,2-3,40-50,24,11.6,14,9,1,"1st urea with all TSP (or DAP), MoP, gypsum and zinc at final land preparation; 2nd urea 10-15 days after transplanting (tillering); 3rd 30-35 days (5-7 days before panicle initiation)"
BRRI dhan113,Boro,2025.0,143,143,8.15,10.1,105.0,15 Nov-4 Dec,30-35,15-30 Apr,False,,False,False,False,False,,~11.5% more yield than BRRI dhan88; strong stem; medium-high to high land; released 14 May 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan113.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan113.pdf,,,,,,,,,
BRRI dhan114,Boro,,134,165,7.76,10.23,108.0,1-15 Nov,35-40,18 Apr-3 May,False,,False,False,False,False,,"blast resistant (Pi9 gene), for blast-prone Boro areas; mean duration 149 days, same as BRRI dhan89; duration varies by region",read from scanned factsheet,wp_content_uploads_2025_09__brridhan114.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan114.pdf,,,,,,,,,
BRRI dhan115,Boro,2026.0,137,142,7.4,8.6,100.0,15 Nov-7 Dec,35-40,7-20 Apr (23 Chaitra-7 Baishakh),False,,False,False,False,False,,first high-yield black rice in Bangladesh; rich in vitamin E and antioxidants; transplant 25 Dec-15 Jan,read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan115.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan115.pdf,25x15,2-3,40-45,37.5,13,17.5,13.5,1.25,"printed as ranges per bigha: urea 35-40, TSP 12-14, MoP 15-20, gypsum 12-15, zinc 1-1.5 (the dose columns hold the midpoints). All TSP, gypsum, zinc and half the MoP at final land preparation; urea in 3 equal splits 10-12, 25-30 and 40-45 days after transplanting; the other half MoP with the 3rd urea; alternate wetting and drying (AWD) irrigation recommended"
BRRI dhan116,Boro,2026.0,154,154,8.59,10.4,108.0,1-15 Nov,40-45,18 Apr-3 May (5-20 Baishakh),False,,False,False,False,False,,~13.8% more yield than BRRI dhan92; strong stem; medium-high to high land; released 5 Feb 2026,read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan116.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan116.pdf,20x20,2-3,40-50,35,15,18,15,1.5,"all TSP, MoP, gypsum and zinc at final land preparation; urea 1/3 each 10-15, 25-30 and 45-50 days after transplanting (the last 5-7 days before panicle initiation)"
BRRI dhan117,Boro,2025.0,130,135,7.85,9.9,110.0,15 Nov-15 Dec (1-30 Agrahayan),30-35,14-28 Apr (1-15 Baishakh),True,14.0,False,False,False,False,,"salt tolerant: 12-14 dS/m for 3 weeks at seedling, 10 dS/m at reproductive stage (whole-cycle tolerance); blast resistant; lodging tolerant; same duration as BRRI dhan88; recommended for release by the national technical committee in 2025",read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan117.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan117.pdf,20x20,2-3 (at least 4 where salinity is 6 dS/m or more at transplanting),40-45,33,13,16,13,1.5,"1st urea with all TSP, MoP, gypsum and zinc at final land preparation; 2nd urea 25-30 days after transplanting (tillering); 3rd 40-45 days (5-7 days before panicle initiation). Mean yield 8.6 t/ha; 7.85-9.90 t/ha depending on salinity"
BRRI dhan118,Boro,2026.0,145,157,6.77,8.5,100.0,25 Oct-1 Nov (haor early) or 15-20 Nov,30-35,5-15 Apr (22 Chaitra-2 Baishakh),False,,False,False,True,False,,"cold tolerant at reproductive stage, for haor areas (Kishoreganj, Habiganj, Netrokona, Sunamganj): sown early it still gives ~6.0 t/ha below 20 degC and escapes the pre-harvest flash flood; 150-157 days in cold years; 22.8% more than BRRI dhan28; released 5 Feb 2026",read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan118.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan118.pdf,20x20,2-3,40-50,27,14,20,15,1.5,"all TSP, MoP, gypsum and zinc at final land preparation; urea 1/3 each 10-15, 25-30 and 45-50 days after transplanting; haor land floods yearly and gets silt, so it needs much less urea than elsewhere. Page 2 gives seedbed sowing as 5-15 Nov (20-30 Kartik)"
