crop_group,crop_en,crop_bn,page,field,label_bn,text_bn
oilseed,linseed,তিসি,138,seed_rate,বীজের হার,7-8 কেজি/হেক্টর।
oilseed,linseed,তিসি,138,sowing_method,বপন পদ্ধতি,তিসি সাধারণত ছিটিয়ে বপন করতে হয়। তবে সারিতে বপন করা ভাল। সারি থেকে সারির দূরত্ব 30 সেমি রাখতে হয়।
oilseed,linseed,তিসি,138,fertilizer,সারের পরিমাণ,সাধারণত তিসি বিনা সারে চাষ করা হয়। তবে ভাল ফলন পেতে হলে নিম্নরূপ হারে সার প্রয়োগ করা যায়। সারের নাম সারের পরিমাণ/হেক্টর ইউরিয়া 70-80 কেজি টিএসপি 110-130 কেজি এমওপি 40-50 কেজি
oilseed,linseed,তিসি,138,fertilizer_method,সার প্রয়োগ পদ্ধতি,ইউরিয়া সার অর্ধেক ও বাকি অন্যসব সার শেষ চাষের সময় জমিতে মিশিয়ে দিতে হবে। বাকি অর্ধেক ইউরিয়া বীজ বপনের 25-30 দিন পর প্রয়োগ করতে হবে।
oilseed,linseed,তিসি,138,intercultural,পরিচর্যা,জমি আগাছামুক্ত রাখতে হবে। প্রয়োজনমতো 1-2 বার সেচ দিলে ফলন ভালো হয়।
oilseed,linseed,তিসি,138,harvest,ফসল সংগ্রহ,ফসল পরিপক্ক হওয়ার সময় গাছ ও ফল সোনালী বা কিছুটা তামাটে রং ধারণ করে। এমন হলে ফসল কেটে মাড়াই করে এবং রোদে শুকিয়ে ফসল সংগ্রহ করতে হয়।
vegetable,tomato,টমেটো,142,soil_climate,জলবায়ু ও মাটি,টমেটো এদেশে শীতকালীন ফসল। উচ্চ তাপমাত্রা এবং বাতাসের আর্দ্রতা টমেটো গাছে রোগ বিস্তারের অনুকূল পরিবেশ সৃষ্টি করে। আবার উচ্চ তাপমাত্রা ও শুষ্ক আবহাওয়ায় ফুল ঝরে পড়ে। রাতের তাপমাত্রা 230 সে. এর নিচে থাকলে তা গাছে ফুল ও ফল ধারণের জন্য বেশি উপযোগী। গড় তাপমাত্রা 20-250 সে. টমেটোর ভাল ফলনের জন্য সবচেয়ে উপযোগী। আলো-বাতাস যুক্ত ঊর্বর দোআঁশ মাটি টমেটো চাষের জন্য সবচেয়ে ভাল। তবে উপযুক্ত পরিচর্যায় বেলে দোআঁশ থেকে এঁটেল দোআঁশ সব মাটিতেই টমেটো ভাল জন্মে। মাটির পিএইচ (pH) 6 - 7 হলে ভাল হয়। মাটির অম্লতা বেশি অর্থাৎ pH কম (6 এর নীচে) হলে জমিতে চুন প্রয়োগ করা উচিত।
vegetable,tomato,টমেটো,142,land_preparation,জমি তৈরি,টমেটোর ভাল ফলন অনেকাংশেই জমি তৈরির উপর নির্ভর করে। তাই 4-5 বার চাষ ও মই দিয়ে মাটি ঝুরঝুরে করে নিতে হবে। মাটির প্রকৃতি ও স্থানভেদে 1 মিটার চওড়া ও 15-20 সেমি উঁচু বেড তৈরি করতে হবে। দুটি বেডের মাঝে 30 সেমি চওড়া নালা করতে হবে যাতে পানি সেচ ও নিষ্কাশনের সুবিধা হয়।
vegetable,tomato,টমেটো,142,sowing_method,চারা রোপণ, চারার বয়স 25-30 দিন অথবা 4-6 পাতা বিশিষ্ট হলে জমিতে রোপণ করতে হবে।  এক মিটার চওড়া বেডে দুই সারি করে চারা লাগাতে হবে। এক্ষেত্রে সারি থেকে সারির দূরত্ব 60 সেমি এবং সারির উপরে চারা থেকে চারা 40 সেমি দূরত্বে লাগাতে হবে।  বীজতলা থেকে চারা অত্যন্ত যত্ন সহকারে তুলতে হবে যেন চারার শিকড় ক্ষতিগ্রস্ত না হয়। এ জন্য চারা তোলার আগে বীজতলার মাটি ভিজিয়ে নিতে হবে। বিকেলের পড়ন্ত রোদে চারা রোপণ করাই উত্তম এবং লাগানোর পর গোড়ায় হালকা সেচ প্রদান করতে হবে।
vegetable,tomato,টমেটো,142,fertilizer,সার প্রয়োগ (কেজি / শতাংশে),
vegetable,tomato,টমেটো,142,intercultural,পরবর্তী পরিচর্যা,
vegetable,tomato,টমেটো,142,irrigation,সেচ ও নিষ্কাশন,চারা রোপণের 3-4 দিন পর পর্যন্ত হালকা সেচ ও পরবর্তীতে প্রতি কিস্তি সার প্রয়োগের পর জমিতে সেচ দিতে হয়। গ্রীষ্ম মৌসুমে টমেটো চাষের জন্য ঘন ঘন সেচের প্রয়োজন হয়। বর্ষা মৌসুমে তেমন একটা সেচের প্রয়োজন হয় না। টমেটো গাছ জলাবদ্ধতা সহ্য করতে পারে না। সেচ অথবা বৃষ্টির অতিরিক্ত পানি দ্রুত নিষ্কাশনের জন্য নালা পরিমিত চওড়া (30-40 সেমি) এবং এক দিকে মৃদু ঢালু হওয়া বাঞ্চণীয়। 
vegetable,tomato,টমেটো,142,intercultural,মালচিং,প্রতিটি সেচের পরে মাটির উপরিভাগের চটা ভেঙ্গে দিতে হবে যাতে মাটিতে পর্যাপ্ত বাতাস চলাচল করতে পারে। 
vegetable,tomato,টমেটো,142,pest_disease,আগাছা দমন,টমেটোর জমিকে প্রয়োজনীয় নিড়ানী দিয়ে আগছামুক্ত রাখতে হবে। 
vegetable,tomato,টমেটো,142,fertilizer,সার উপরি প্রয়োগ,সময়মতো বর্ণিত মাত্রায় প্রয়োজনীয় সার উপরি প্রয়োগ করতে হবে। 
vegetable,tomato,টমেটো,142,intercultural,বিশেষ পরিচর্যা,1ম ফুলের গোছার ঠিক নিচের কুশিটি ছাড়া সব পার্শ্ব কুশি ছাঁটাই করতে হবে। গাছে বাঁশের খুঁটি দিয়ে ঠেকনা দিতে হবে।
vegetable,tomato,টমেটো,142,other,গ্রীষ্ম ও বর্ষায় চাষ পদ্ধতি," গ্রীষ্ম ও বর্ষাকালে টমেটো চাষ করার জন্য বারি হাইব্রিড টমেটো-3, বারি হাইব্রিড টমেটো-4, বারি হাইব্রিড টমেটো-8, বারি হাইব্রিড টমেটো-10 এবং বারি হাইব্রিড টমেটো-11 জাতসমূহ হরমোন প্রয়োগ ছাড়া চাষের জন্য অনুমোদন করা হয়েছে। তবে হরমোন প্রয়োগ করলে ফলন ভাল হয়।  পলিথিনের ছাউনিতে এসব জাতের আবাদ করতে হয়। 230 সেমি চওড়া (মাঝে 30 সেমি নালা সহ) 2টি বেডে লম্বালম্বিভাবে একটি করে ছাউনির ব্যবস্থা করতে হবে। এ ক্ষেত্রে ছাউনির দুপাশে উচ্চতা 135 সেমি ও মাঝখানের উচ্চতা 180 সেমি হয়ে থাকে।  চারা লাগানোর পূর্বেই জমিতে নৌকার ছইয়ের আকৃতি করে ছাউনি দিতে হয়। ছাউনির জন্য বাঁশ, স্বচছ পলিথিন, নাইলনের দড়ি ও পাটের সুতলি প্রয়োজন। পলিথিন যাতে বাতাসে উড়ে না যায় সেজন্য ছাউনির উপর দিয়ে উভয় পার্শ্ব থেকে আড়াআড়ি ভাবে দড়ি প্যাচানো হয়ে থাকে।  পাশাপাশি দুই ছাউনির মাঝে 50 সেমি চওড়া নালা রাখতে হবে যাতে ছাউনি থেকে নির্গত বৃষ্টির পানি নিষ্কাশনসহ বিভিন্ন পরিচর্যা করতে সুবিধা হয়। জমি থেকে বেডের উচ্চতা 20-25 সেমি হতে হবে। প্রতিটি ছাউনিতে 2টি বেডে 4টি সারি থাকবে। 25-30 দিন বয়সের চারা প্রতি বেডে 2 সারি করে রোপণ করতে হবে।"
vegetable,tomato,টমেটো,142,fertilizer,সার পরিমাণ রোপণের 7 দিন,
vegetable,tomato,টমেটো,142,sowing_method,চারা রোপণের,
vegetable,tomato,টমেটো,142,sowing_method,চারা রোপণের,
vegetable,tomato,টমেটো,142,sowing_method,চারা রোপণের,
vegetable,tomato,টমেটো,142,sowing_method,চারা রোপণের,
vegetable,tomato,টমেটো,142,other,80-95 দিন পর,গোবর/কম্পোস্ট 10000 কেজি সব - - - - ভার্মিকম্পোস্ট 2000 কেজি সব - - - - ইউরিয়া 300 কেজি - 75 কেজি 75 কেজি 75 কেজি 75 কেজি টিএসপি 350 কেজি সব - - - - এমওপি 280 কেজি 70 কেজি 70 কেজি 70 কেজি 70 কেজি - জিপসাম 100 কেজি সব - - - - বোরিক এসিড 5 কেজি সব - - - - জিঙ্ক সালফেট 5 কেজি সব - - - - ম্যাগনেসিয়াম 5 কেজি সব - - - - অক্সাইড
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,soil_climate,জলবায়ু ও মাটি,"টমেটো এ দেশে শীতকালীন ফসল তবে কিছু কিছু জাত গ্রীষ্মকালেও চাষ করা যায়। উচ্চ তাপমাত্রা ও শুষ্ক আবহাওয়ায় টমেটোর ফুল ঝরে পড়ে। টমেটোর ভাল ফলনের জন্য তাপমাত্রা 20-250 সে. উত্তম। সুনিষ্কাশিত দোআঁশ মাটি টমেটো চাষের জন্য সবচেয়ে উপযোগী। বারি হাইব্রিড টমেটো-5, বারি হাইব্রিড টমেটো-9 শীতকালে এবং বারি হাইব্রিড টমেটো-4, বারি হাইব্রিড টমেটে-8, বারি হাইব্রিড টমেটো-10 ও বারি হাইব্রিড টমেটো-11 বাংলাদেশে গ্রীষ্মকালে চাষ উপযোগী।"
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,sowing_time,বীজ বপনের সময়,শীতকালে অক্টোবর-নভেম্বর (আশ্বিন-কার্তিক) এবং গ্রীষ্মকালে এপ্রিল-জুন (বৈশাখ-আষাঢ়)
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,land_preparation,জমি তৈরি,টমেটোর ভাল ফলন অনেকাংশে জমি তৈরির ওপর নির্ভর করে। তাই 4-5 বার চাষ ও মই দিয়ে মাটি ঝুরঝুরে করে নিতে হবে। মাটির প্রকৃতি ও স্থান এবং রোপণকাল ভেদে 20-30 সেমি চওড়া নালা রাখতে হবে। এত অতিরিক্ত বৃষ্টিপাতজনিত পানি দ্রুত নিষ্কাশিত হতে পারে এবং প্রয়োজনে সেচ দেয়ার সুবিধা হয়। কম বৃষ্টিপাত এলাকায় বা বর্ষার আগে ও শীতের আগে খোলা মাঠে চাষের ক্ষেত্রে এইভাবে জমি তৈরি করতে হবে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,other,পলিথিন ছাউনি,ভরা বর্ষা মৌসুমে লাগানো চারার স্বাভাবিক বৃদ্ধি ও পরবর্তী সময় ভাল ফলনের নিশ্চয়তার জন্য বেডে বা মিড়িতে নৌকার ছইয়ের আকৃতি করে স্বচ্ছ পলিথিন দিয়ে ছাউনি দিতে হবে। 230 সেমি চওড়া (মাঝে 30 সেমি নালাসহ) দুটি মিড়িতে লম্বালম্বিভাবে 1টি করে ছাউনির ব্যবস্থা করা যেতে পারে। এ ক্ষেত্রে ছাউনির উচ্চতা হবে দুপাশে 4.5 ফুট বা 135 সেমি ও মাঝখানে 6 ফুট বা 180 সেমি দু’টি ছাউনির মাঝে অন্তত 50 সেমি চওড়া নালা রাখতে হবে যাতে করে ছাউনি থেকে নির্গত বৃষ্টির পানি নিষ্কাশনসহ বিভিন্ন পরিচর্যা করতে সুবিধা হয়। পলিথিন ছাউনি লম্বায় জমির আকার আকৃতির ওপর নির্ভর করে কমবেশি হতে পারে কিন্তু চওড়া (বাজারে প্রাপ্ত পলিথিনের সর্বোচ্চ চওড়া অনুযায়ী) 2.3 মিটার হওয়া বাঞ্ছনীয়। ছাউনি 20 মিটার লম্বা হলে প্রতি হেক্টরে এ ধরনের প্রায় 170টি ছাউনি প্রয়োজন হতে পারে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,other,বীজ শোধন,কেজিপ্রতি 2 গ্রাম ভিটাভেক্স/অটোস্টিন দিয়ে টমেটোর বীজ শোধন করতে হবে। বীজ শোধন করলে বীজবাহিত রোগ হতে রক্ষা পাওয়া যায়।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,sowing_method,চারা উৎপাদন,সুস্থ ও সবল চারা উৎপাদনের জন্য প্রথমে 9-10 গ্রাম পরিপক্ক ও রোগমুক্ত বীজ ঘন করে 3 মি.× 1মি. আকারের বীজতলায় বুনতে হবে। এই হিসেবে প্রতি হেক্টরে 200 গ্রাম (1 গ্রাম প্রতি শতাংশ) বীজ বুনতে হয়। গজানোর 8-10 দিন পর চারা দ্বিতীয় বীজতলায় 4 × 4 সেমি দূরত্বে স্থানান্তর করতে হবে। এক হেক্টর জমিতে টমেটো চাষের জন্য এইরূপ 22টি বীজতলার প্রয়োজন হয়।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,fertilizer,সার প্রয়োগ,ভাল ফলন পাওয়ার জন্য জমিতে সুষম সার প্রয়োগ করা প্রয়োজন। সারের মাত্রা জমির ঊর্বরতার ওপর নির্ভরশীল। মধ্যম ঊর্বর জমিতে প্রতি হেক্টরে নিম্নোক্ত হারে সার প্রয়োগ করা হয়।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,fertilizer,সারের প্রয়োগ (কেজি/শতাংশ),"শেষ চাষের সময় সবটুকু গোবর/কম্পোস্ট, টিএসপি, জিপসাম, জিংক সালফেট, বরিক এসিড এবং অর্ধেক এমপি সার জমিতে ভালভাবে ছিটিয়ে মাটির সাথে মিশিয়ে দিতে হবে। বাকি অর্ধেক এমপি সার দুই কিস্তেতে চারা লাগানোর 25 দিন ও 40 দিন পর উপরি প্রয়োগ করতে হবে। ইউরিয়া সার তিন কিস্তিতে চারা লাগানোর 10, 25 ও 40 দিন পর উপরি প্রয়োগ করতে হবে। উপরি প্রয়োগকৃত ইউরিয়া এবং এমপি সার গাছের গোড়ায় 10-15 সেমি দূরে মাটির সঙ্গে ভাল করে মিশিয়ে দিতে হবে।"
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,sowing_method,চারা রোপণ,চারার বয়স 30-35 দিন হলে বীজতলা থেকে উঠিয়ে মূল জমিতে রোপণ করতে হবে। এক মিটার চওড়া বেডে দুই সারি করে চারা লাগাতে হবে। এক্ষেত্রে সারি থেকে সারির দূরত্ব 60 সেমি এবং সারিতে চারা থেকে চারার দূরত্ব হবে 40 সেমি। বীজতলা থেকে চারা অত্যন্ত যত্ন সহকারে তুলতে হবে যেন চারার শিকড় ক্ষতিগ্রস্ত না হয়। বিকেলের পড়ন্ত রোদে চারা রোপণ করাই উত্তম। লাগানোর পর গোড়ায় হালকা সেচ প্রদান করতে হবে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,intercultural,অন্তর্বর্তীকালীন পরিচর্যা,
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,irrigation,সেচ ও নিষ্কাশন,চারা রোপণের পর 3-4 দিন পর্যন্ত হালকা সেচ ও পরবর্তী সময় প্রতি কিস্তি সার প্রয়োগের পর জমিতে সেচ দিতে হয়। টমেটো গাছ জলাবদ্ধতা সহ্য করতে পারে না। সেচ অথবা বৃষ্টির অতিরিক্ত পানি দ্রুত নিষ্কাশনের জন্য 30-40 সেমি চওড়া নালা এবং এক দিকে সামান্য ঢালু হওয়া বাঞ্ছনীয়।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,intercultural,নিড়ানী দেয়া,প্রতিটি সেচের পরে মাটির উপরিভাগের চটা ভেঙ্গে দিতে হবে যাতে মাটিতে পর্যাপ্ত বাতাস চলাচল করতে পারে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,pest_disease,আগাছা দমন,টমেটোর জমিকে প্রয়োজনীয় নিড়ানী দিয়ে আগাছা মুক্ত রাখতে হবে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,intercultural,বিশেষ পরিচর্যা,1ম পুষ্পমঞ্জুরীর ঠিক নিচের কুশিটি ছাড়া নিচের সব পার্শ্বকুশি ছাঁটাই করতে হবে। গাছে বাঁশের খুঁটি দিয়ে ঠেকনা দিতে হবে।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,harvest,ফল সংগ্রহ,ফলের নিচের ফুল ঝরে যাওয়ার পর যে দাগ থাকে ঐ স্থান থেকে লালচে ভাব শুরু হলেই বাজারজাতকরণের জন্য ফল সংগ্রহ করতে হবে। এরূপ ফল সংগ্রহ করলে অনেকদিন পর্যন্ত সংরক্ষণ করা যায়।
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,fertilizer,সার মোট শেষ চাষের 1ম কিস্তি উপরি প্রয়োগ 3য় কিস্তি,
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,other,পরিমাণ (কেজি/শতাংশ) সময় দেয় 2য় কিস্তি,"গোবর/কম্পোস্ট 20 20 - ইউরিয়া 0.79 - 0.27 0.27 0.27 টিএসপি 0.73 0.73 - - - এমওপি 0.37 0.19 - 0.10 0.10 জিপসাম 0.38 0.38 - - - জিংক সালফেট 0.05 0.05 - - - বরিক এসিড 0.03 0.03 - - - উৎস: FRG-2018, BARC) ; 1 শতাংশ = 40.0 বর্গ মিটার।"
vegetable,brinjal,বেগুন,150,soil_climate,মাটি ও জলবায়ু,আমাদের দেশের সব রকমের মাটিতে বেগুন চাষ করা যায় এবং ভাল ফলনও দিয়ে থাকে। তবে পানি নিষ্কাশনের সুব্যবস্থা থাকা আবশ্যক। দোআঁশ বা বেলে দোআঁশ মাটিই এর চাষের জন্য সর্বোৎকৃষ্ট। বেগুনের জন্য দীর্ঘ লম্বা সময়ব্যাপী নিম্ম তাপমাত্রা (15-250 সে.) সবচেয়ে উপযোগী। উচ্চ তাপমাত্রায় বেগুনের ফুল ও ফল উৎপাদন বিঘ্নিত হয় এবং এসময় অনিষ্টকারী পোকার আক্রমণ বেশি হয়। সে জন্য গ্রীষ্ম ও বর্ষা মৌসুমে এর উৎপাদন তত ভাল হয় না। তাই শীতকালই বেগুন চাষের উপযুক্ত সময়। তবে কিছু উচ্চ তাপমাত্রা সহিষ্ণুজাত গ্রীষ্মকালে ভাল ফলন দিয়ে থাকে। বারি বেগুন-8 এবং বারি বেগুন-10 গ্রীষ্মকালে চাষের উপযোগী।
vegetable,brinjal,বেগুন,150,seed_rate,বীজের হার,অঙ্কুরোদ্গমের হার 80% বিবেচনায় বীজের পরিমাণ 200-250 গ্রাম/হেক্টর
vegetable,brinjal,বেগুন,150,other,বীজ বাছাই,"বেগুনের বীজ বপনের পূর্বে ভালোভাবে পরীক্ষা করে নেয়া প্রয়োজন। ভাল ও বিশুদ্ধ বীজের অভাবে নির্দিষ্ট জাতের গুণাগুণ সম্পন্ন বেগুনের উচ্চ ফলন আশা করা যায় না। তাই অপুষ্ট, ভাঙ্গা ও অন্য শষ্যের বীজ থাকলে তা বাছাই করা জরুরি।"
vegetable,brinjal,বেগুন,150,other,বীজ শোধন,"বীজতলায় বপনের পূর্বে বেগুনের বীজকে রাসায়নিক ঔষধ (প্রতি কেজি বীজে 2 গ্রাম ভিটাভেক্স-200 বা ক্যাপটান) ব্যবহার করে ভালোভাবে ঝাকিয়ে বীজ শোধন করা। বীজ শোধনের ফলে বেগুনের এ্যানথ্রাকনোজ, লিফস্পট, ব্লাইট ইত্যাদি রোগ ও বপন পরবর্তী সংক্রামণ রোধ সম্ভব হয়।"
vegetable,brinjal,বেগুন,150,intercultural,বীজতলা তৈরি ও পরিচর্যা," দোআঁশ মাটি, বালি ও পচা গোবর সার বা কম্পোস্ট মিশিয়ে বীজতলার মাটি তৈরি করতে হয়।  বীজতলা সাধারণত এক মিটার চওড়া ও তিন মিটার লম্বা হবে। জমির অবস্থা ভেদে দৈর্ঘ্য বাড়ানো কমানো যেতে পারে।  বীজতলায় সারিতে বীজ বপন করা উত্তম। সারিতে বপনের জন্য 5 সেমি দূরত্বে ক্ষুদ্র নালা/সারি তৈরি করে তাতে বীজ ফেলে মাটি দিয়ে ঢেকে দিতে হবে।  চারা গজানোর পর থেকে 10-12 দিন পর্যন্ত হালকা ছায়া দ্বারা যেমন- চাটাই দ্বারা ঢেকে অতিরিক্ত সূর্যতাপ থেকে চারা রক্ষা করা প্রয়োজন।  মূল জমিতে চারা লাগানোর পূর্বে বীজতলা থেকে তুলে 10-12 দিনের চারা দ্বিতীয় বীজতলায় দ্বিতীয় বীজতলায় 5 সে. x 4 সে. দূরে লাগাতেহয়। স্থানান্তরিত করা হলে চারার শিকড় বিস্তৃত ও শক্ত হয়, চারা অধিক সবল ও তেজী হয়।  চারা লাগানোর পর হালকা পানি দিতে হবে এবং বৃষ্টির পানি ও প্রখর রোদ থেকে রক্ষার জন্য পলিথিন বা চাটাই দ্বারা ঢেকে দিতে হবে।"
vegetable,brinjal,বেগুন,150,sowing_time,বীজতলায় বীজ বপনের সময়,"সেপ্টেম্বর-অক্টোবর (শীতকালে), মার্চ (গ্রীষ্মকালে)"
vegetable,brinjal,বেগুন,150,sowing_method,চারার বয়স, চারার বয়স 25-30 দিন অথবা 4-6 পাতা বিশিষ্ট হলে জমিতে রোপণ করতে হবে।  বীজতলা থেকে চারা অত্যন্ত যত্ন সহকারে তুলতে হবে যেন চারার শিকড় ক্ষতিগ্রস্ত না হয়। এ জন্য চারা তোলার আগে বীজতলার মাটি ভিজিয়ে নিতে হবে। চারা রোপণ করার পর গোড়ায় হালকা সেচ প্রদান করতে হবে।
vegetable,brinjal,বেগুন,150,seed_rate,চারার সংখ্যা,"চারার সংখ্যা অনেকাংশেই জমিতে রোপণ দূরত্বের উপর নির্ভর করে। রোপণ দূরত্ব 120×70 সেমি হলে হেক্টর প্রতি 11,900 টি চারার প্রয়োজন হয়।"
vegetable,brinjal,বেগুন,150,spacing,চারা রোপণ দূরত্ব,"রোপণের দূরত্ব নির্ভর করে জাতের উপর। ছড়ানো জাতের জন্য বেশি দূরত্ব প্রয়োজন হয়, খাড়া জাতের জন্য কম দূরত্ব প্রয়োজন হয়। সাধারনত 70 সেমি প্রশস্ত বেডে এক সারিতে চারা রোপণ করা হয়। দুইটি বেডের মাঝে 50 সেমি প্রশস্ত নালা থাকে। সারিতে গাছ থেকে গাছের দূরত্ব হবে 70 সেমি।"
vegetable,brinjal,বেগুন,150,land_preparation,জমি তৈরি,4-5টি চাষ দিয়ে এমন ভাবে জমি তৈরি করতে হয় যাতে জমিতে মাটির ঢেলা না থাকে। বেডে চারা রোপণই উত্তম।
vegetable,brinjal,বেগুন,150,land_preparation,জমির নকশা,বেডের আকার প্রস্থ : 70 সেমি দৈর্ঘ্য : জমির দৈর্ঘের উপর নির্ভর করবে নালার আকার প্রস্থ : 50 সেমি গভীরতা : 20 সেমি সুতরাং রোপণ দূরত্ব : 120×70 সেমি
vegetable,brinjal,বেগুন,150,fertilizer,সারের মাত্রা,"জমি তৈরির নকশা ♣ ♣ ♣ ♣ ♣ 70 সেমি 20 সেমি 70সেমি 50সেমি সার পরিমাণ (কেজি/ হেক্টর) শেষ চাষের সময় (কেজি) গর্তে প্রয়োগ (কেজি) চারা লাগানোর 15 দিন পর ফুল ধরা আরম্ভ হলে ফল ধরা আরম্ভ হলে ফল আহরণের সময় ফল আহরণের সময় গোবর/ কম্পোস্ট 10,000 5,000 5,000 - - - - - ইউরিয়া - - 60 কেজি 60 কেজি 60 কেজি 60 কেজি 60 কেজি টিএসপি 250 125 125 - - - এমওপি 200 - 50 45.0 কেজি 52.5 কেজি 52.5 কেজি - - জিপসাম 100 সব - - - - - - বোরিক এসিড (বোরন) 10 সব - - - - - - 300 সূত্র- FRG-2018/BARC"
vegetable,brinjal,বেগুন,150,fertilizer_method,সার প্রয়োগ পদ্ধতি," শেষ চাষের সময় অর্ধেক গোবর বা কম্পোস্ট, টিএসপি এবং সবটুকু জিপসাম ও বোরিক এসিড সার জমিতে সমানভাবে ছিটিয়ে মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।  বাকি অর্ধেক গোবর বা কম্পোস্ট, টিএসপি এবং 35-42.5 কেজি এমপি সার চারা  লাগানার  7দিন  পূর্বে গর্তে মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।  সম্পূর্ণ ইউরিয়া (5টি কিস্তিতে) ও বাকি এমপি সার (প্রথম 3টি কিস্তিতে) যথাক্রমে চারা লাগানো 15 দিন পর, ফুল ধরা আরম্ভ হলে, ফল ধরা আরম্ভ হলে, ফল আহরণের সময় 2 বার সমভাবে প্রয়োগ করতে হবে।"
vegetable,brinjal,বেগুন,150,intercultural,খুঁটি দেওয়া ও পার্শ্ব কুশি ছাঁটাই করা,গাছে বাঁশের খুঁটি দিয়ে ঠেকনা দিতে হবে। গাছে 1ম ফুলের ঠিক নিচের কুশিটি ছাড়া সব পার্শ্ব কুশি ছাঁটাই করতে হবে।
vegetable,brinjal,বেগুন,150,intercultural,আগাছা ব্যবস্থাপনা,জমিকে প্রয়োজনীয় নিড়ানী দিয়ে আগছামুক্ত রাখতে হবে। প্রতিটি সেচের পরে মাটির উপরিভাগের চটা ভেঙ্গে দিতে হবে যাতে মাটিতে পর্যাপ্ত বাতাস চলাচল করতে পারে। প্রয়োজনীয় নিড়ানী দিলে মাটিত শিকড়ের বৃদ্ধি ভাল হয়।
vegetable,brinjal,বেগুন,150,irrigation,সেচ,চারা রোপণের 3-4 দিন পর পর্যন্ত হালকা সেচ ও পরবর্তীতে প্রতি কিস্তি সার প্রয়োগের পর জমিতে সেচ দিতে হয়। গ্রীষ্ম ও শীত মৌসুমে চাষের জন্য ঘন ঘন সেচের প্রয়োজন হয়। বর্ষা মৌসুমে তেমন একটা সেচের প্রয়োজন হয় না। বেগুন গাছ জলাবদ্ধতা সহ্য করতে পারে না। বেডের দুপাশের নালা দিয়ে জমিতে সেচ দেয়া সুবিধাজনক। খরিফ মৌসুমে জমিতে পানি যাতে না জমে সেজন্য পানি নিষ্কাশনের জন্য জমির চারপাশে নালা রাখতে হবে।
vegetable,brinjal,বেগুন,150,pest_disease,পোকামাকড় দমন ব্যবস্থাপনা,"বিভিন্ন প্রকার পোকা ও মাকড় প্রত্যক্ষ ও পরোক্ষভাবে বেগুন উৎপাদনে প্রভাব বিস্তার করে। এদের মধ্যে সাদামাছি, এফিড, থ্রিপস, পাতার হপার পোকা, কাঁটালে পোকা এবং মাকড় অন্যতম।"
vegetable,brinjal,বেগুন,150,pest_disease,বেগুনের ডগা ও ফল ছিদ্রকারী পোকা দমন ব্যবস্থাপনা,কচি ডগা ঢলে পড়ে ও শুকিয়ে যায়। বেগুনের বোঁটার নিচে ছোট ছিদ্র দেখা যায়। আক্রান্ত ফলের ভিতরটা ফাঁপা ও পোকার বিষ্ঠায় পরিপূর্ণ থাকে।
vegetable,brinjal,বেগুন,150,pest_disease,পোকা আক্রান্ত ডগা ও ফল ধ্বংস করা,কীড়া সমেত আক্রান্ত ডগা কেটে ধ্বংস করা।
vegetable,brinjal,বেগুন,150,other,সেক্স ফেরোমন ফাঁদের ব্যবহার,সেক্স ফেরোমন ফাঁদের ব্যবহার করে পোকার বংশবৃদ্ধি অনেকটা কমিয়ে আনা সম্ভব।
