crop_group,crop_en,crop_bn,page,sowing_windows,sow_start,sow_end,seed_rate_kg_ha_min,seed_rate_kg_ha_max,row_spacing_cm,plant_spacing_cm,urea_kg_ha,tsp_kg_ha,mop_kg_ha,gypsum_kg_ha,zinc_sulphate_kg_ha,boron_kg_ha,cowdung_t_ha,irrigations_min,irrigations_max,harvest_days_min,harvest_days_max,harvest_windows,yield_t_ha_min,yield_t_ha_max,n_fields,sowing_time_bn,seed_rate_bn,fertilizer_method_bn,irrigation_bn,harvest_bn,note,source
fruit,sweet orange (malta),মাল্টা,278,1 May-30 Aug,05-01,08-30,,,75.0,75.0,,,,,,,,,,,,1 Sep-30 Sep; 1 Oct-30 Oct,,,12,সমতল ভূমিতে বর্গাকার বা ষড়ভুজী পদ্ধতিতে এবং পাহাড়ী এলাকায় কন্টুর পদ্ধতিতে চারা/কলম রোপণ করা হয়। সাধারণত মধ্য-বৈশাখ থেকে মধ্য-ভাদ্র (মে থেকে আগস্ট) মাসের মধ্যে মাল্টা চারা লাগানো উত্তম। তবে পানি সেচ নিশ্চিত করা গেলে বছরের অন্যান্য সময়ও চারা লাগানো যেতে পারে। গর্তে সার প্রয়োগের 10-15 দিন পর নির্বাচিত চারা/কলমটি গর্তের মাঝখানে সোজাভাবে রোপণ করতে হবে। রোপণের পর খুঁটি দিয়ে চারা/কলমটি খুঁটির সাথে বেঁধে দিতে হবে। অতঃপর প্রয়োজনমতো পানি ও বেড়ার ব্যবস্থা করতে হবে।,,,ভাল ফলনের জন্য খরার সময় বা শুষ্ক মৌসুমে নিয়মিত সেচ দেয়া একান্ত দরকার। বর্ষার সময় গাছের গোড়ায় যাতে পানি না জমে সে জন্য দ্রুত পানি নিষ্কাশনের ব্যবস্থা করতে হবে।,"ফল পূর্ণতা প্রাপ্তির সাথে সাথে ফলের গাঢ় সবুজ বর্ণ হালকা সবুজ বা ফ্যাকাশে সবুজ হতে থাকে। বারি মাল্টা-1 সেপ্টেম্বর, অক্টোবর মাসে আহরণ করা হয়। পরিপক্ক ফল হাত অথবা জালিয্ক্তু বাঁশের কোটার সাহায্যে সংগ্রহ করা হয়। ফল সংগ্রহের পর আঘাতপ্রাপ্ত ও নষ্ট হওয়া ফলগুলো আলাদা করতে হবে। ভালোমানের ফলগুলো প্রয়োজনে গ্রেডিং করে পরিষ্কার কাপড় দিয়ে মুছে ঠাণ্ডা জায়গায় সংরক্ষণ করতে হবে।",,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,jara lemon,জারা লেবু,282,1 May-30 Oct,05-01,10-30,,,300.0,300.0,,,,,,,,2.0,3.0,,,,,,12,মে থেকে অক্টোবর মাস পর্যন্ত চারা লাগানোর উত্তম সময় তবে যদি সেচ সুবিধা থাকে তাহলে সারা বছরই চারা লাগানো যায়।,,"উল্লিখিত সার সমান তিন কিস্তিতে গাছের গোড়া হতে কিছু দূরে ছিটিয়ে কোদাল দ্বারা কুপিয়ে বা চাষ দিয়ে মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে। পাহাড়ের ঢালে ডিবলিং পদ্ধতি অনুসরণ করতে হবে। প্রথম কিস্তি বর্ষার প্রারম্ভে (বৈশাখ-জ্যৈষ্ঠ), দ্বিতীয় কিস্তি মধ্য-ভাদ্র থেকে মধ্য-কার্তিক (সেপ্টেম্বর-অক্টোবর) মাসে এবং তৃতীয় কিস্তি মাঘ-ফাল্গুন (ফেব্রুয়ারি) মাসে প্রয়োগ করতে হবে।",খরা মৌসুমে 2-3 বার সেচ প্রয়োগ করা দরকার। জলাবদ্ধতা সহ্য করতে পারে না বিধায় বর্ষা মৌসুমে বৃষ্টিপাতের সময় গাছের গোড়ায় যাতে পানি না জমে সেজন্য নালা করে পানি নিষ্কাশনের ব্যবস্থা করতে হয়।,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,lime (kagzi),কাগজীলেবু,284,1 Jun-30 Aug,06-01,08-30,,,300.0,300.0,,,,,,,,,,,,1 Jan-28 Feb; 1 Apr-30 Sep; 1 Jun-30 Jul; 1 Sep-30 Nov,,,30,কাগজী লেবুর চারা সারি করে বা বর্গাকার প্রণালীতে লাগালে বাগানে আন্তঃপরিচর্যা ও ফল সংগ্রহ সহজ হয়। পাহাড়ী ঢালু জমিতে ঢালের আড়াআড়ি সারি করে চারা লাগালে মাটি ক্ষয় কম হয়। জুন থেকে আগস্ট মাস পর্যন্ত চারা লাগানোর উত্তম সময় তবে সেচ সুবিধা থাকেলে সারা বছর চারা লাগানো যায়।,,,চারা রোপণের পর ঝরণা দ্বারা বেশ কিছু দিন পর্যন্ত পানি সেচ দিতে হবে। সর্বোচ্চ ফলনের জন্য ফুল আসা ও ফলের বিকাশের সময় মাটিতে পর্যাপ্ত আর্দ্রতা থাকা আবশ্যক। এ জন্য খরা মৌসুমে কাগজী লেবু বাগানে,সারা বছরই কাগজী লেবু উৎপন্ন হয় তবে কাগজী লেবুর ফুল আসার প্রধান মৌসুম হল জানুয়ারি থেকে ফেব্রুয়ারি মাস এবং তা থেকে এপ্রিল হতে সেপ্টেম্বর মাস পর্যন্ত ফল আহরণ করা হয়। আবার অনেক সময় জুন-জুলাই মাসেও কিছু ফুল আসে এবং তা থেকে সেপ্টেম্বর হতে নভেম্বর মাস পর্যন্ত ফল আহরণ করা যায়। ফলের ত্বক তুলনামূলকভাবে মসৃণ ও ফলের রং গাঢ় সবুজ হতে কিছুটা হালকা হয়ে আসলে ফল সংগ্রহ করতে হবে। ফল সংগ্রহ করার পর প্রথমে বাছাই এর মাধ্যমে ভাল ও ত্রুটিপূর্ণ (বাজারজাতকরণের অনুপযোগী) ফলগুলো আলাদা করা হয়। তারপর ভাল ফলগুলো গ্রে,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,sweet lime,মিষ্টিলেবু,287,1 May-30 Aug,05-01,08-30,,,,,,,,,,,,,,,,,,,10,সমতল ভূমিতে বর্গাকার বা ষড়ভুজী পদ্ধতিতে এবং পাহাড়ী এলাকায় কন্টুর পদ্ধতিতে চারা/কলম রোপণ করা হয়। সাধারণত মধ্য-বৈশাখ থেকে মধ্য-ভাদ্র (মে-আগস্ট) মাসের মধ্যে মিষ্টিলেবুর চারা লাগানো উত্তম। তবে পানি সেচ নিশ্চিত করা গেলে বছরের অন্যান্য সময়ও কলম লাগানো যেতে পারে।,,,ভাল ফলনের জন্য খরার সময় বা শুষ্ক মৌসুমে নিয়মিত সেচ দেয়া একান্ত দরকার। বর্ষার সময় গাছের গোড়ায় যাতে পানি না জমে সে জন্য দ্রুত পানি নিষ্কাশনের ব্যবস্থা করতে হবে।,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,pomelo,বাতাবিলেবু,290,1 Jun-30 Sep,06-01,09-30,,,600.0,600.0,,,,,,,,2.0,3.0,,,1 Sep-30 Nov,,,13,মধ্য জ্যৈষ্ঠ-মধ্য আশ্বিন (জুন-সেপ্টেম্বর) মাস চারা রোপণের উপযুক্ত সময়। তবে অধিক বৃষ্টিপাতের সময় কলম রোপণ না করাই ভাল। সেচ সুবিধা থাকলে সারা বছরই বাতাবিলেবুর চারা/কলম রোপণ করা চলে।,,"সার একেবারে গাছের গোড়ায় না দিয়ে যত দ‚র পর্যন্ত ডালপালা বিস্তার লাভ করে সে এলাকায় মাটির সাথে ভালভাবে মিশিয়ে দিতে হয়। উল্লিখিত সার 3 কিস্তিতে ফাল্গুন (ফেব্রুয়ারি), মধ্য-বৈশাখ থেকে মধ্য-জ্যৈষ্ঠ (মে) ও মধ্য আশ্বিন থেকে মধ্য-কার্তিক (অক্টোবর) মাসে প্রয়োগ করতে হবে।",ফুল আসা ও ফল ধরার সময় পানির অভাব হলে ফল ঝরে পড়া ও সূর্য পোড়া দাগ দেখা যায়। তাই শুষ্ক মৌসুমে 21 দিন পর পর 2-3টি সেচ দিলে ভাল ফলন পাওয়া যায়। বর্ষার সময় গাছের গোড়ায় যাতে পানি জমতে না পারে সে জন্য পানি নিকাশের ব্যবস্থা করতে হবে।,ফল কিছুটা হলদে বর্ণ ধারণ করলে মধ্য-ভাদ্র থেকে মধ্য-কার্তিক (সেপ্টেম্বর থেকে নভেম্বর) ফল সংগ্রহ করা যায়। বাতাবিলেবু পাকার পরও দীর্ঘ দিন গাছে সংরক্ষণ (Tree storage) করা যায়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,satkara (Citrus macroptera),সাতকরা,291,14 Apr-13 Jun; 16 Aug-15 Oct,04-14,06-13,,,75.0,75.0,,,,,,,,2.0,3.0,,,,,,9,"বীজ এবং অঙ্গজ দুই ভাবেই সাতকরার বংশ বিস্তার হয়। অঙ্গজ উপায়ে জোড় কলম (ভিনিয়ার ও ক্লেফট গ্রাফটিং) ও কুঁড়ি সংযোজন (টি-বাডিং) পদ্ধতি ব্যবহার করা হয়। রোপণের 15-20 দিন পূর্বে উভয় দিকে 5-6 মিটার দূরত্বে 75 × 75 × 75 সেমি মাপের গর্ত করতে হবে। প্রতি গর্তে 15 কেজি কম্পোস্ট বা পচা গোবর, 3-5 কেজি ছাই, 500 গ্রাম টিএসপি, 250 গ্রাম এমওপি এবং 250 গ্রাম চুন গর্তের উপরের মাটির সাথে ভালভাবে মিশিয়ে গর্ত ভরাট করে পানি দিতে হবে। গর্ত ভর্তি করার 10-15 দিন পর গর্তের মাঝখানে 1 বছর বয়সের নির্বাচিত চারাটি সোজাভাবে লাগিয়ে গোড়ার মাটি সামান্য চেপে দিতে হয় এবং লাগানোর পরপরই খুঁটি ও পানি দেয়ার ব্যবস্থা করতে হয়। বৈশাখ-জ্যৈষ্ঠ এবং ভাদ্র-আশ্বিন মাস সাতকরার চারা/কলম রোপণের উপযুক্ত সময়।",,,বয়স্ক গাছে খরা মৌসুমে 2-3টি সেচ দিলে সাতকরার ফলন ও গুণগত মান বৃদ্ধি পায়। গাছের গোড়ায় পানি জমলে মাটি বাহিত রোগের প্রকোপ বৃদ্ধি পায়। তাই অতিরিক্ত পানি নালার মাধ্যমে নিষ্কাশন করে দিতে হবে।,পরিপক্ক হলে সাতকরা হালকা সবুজ বর্ণ ধারণ করে এবং এর খোসা তুলনামূলকভাবে মসৃণ হয়ে আসে। গাছ হতে ফল সংগ্রহ করার সময় লক্ষ্য রাখতে হবে ফলগুলোতে যাতে আঘাত না লাগে। সার গাছের বয়স 1-2 বছর 3-4 বছর 5-10 বছর 10 বছরের উর্ধ্বে গোবর (কেজি) 7-10 10-15 20-25 25-30 ইউরিয়া (গ্রাম) 175-225 270-300 500-600 600-700 টিএসপি (গ্রাম) 80-90 140-170 400-450 450-500 এমওপি (গ্রাম) 140-160 400-500 500-550 600-680,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,hog plum,আমড়া,294,,,,,,60.0,60.0,,,,,,,,,,,,,,,11,বীজ বা কলমের মাধ্যমে আমড়ার বংশবিস্তার করা হয়। পরিপক্ক আমড়া বীজ থেকে শাঁস ছাড়িয়ে নিয়ে বালিতে রোপণ করতে হয়। চারা গজানোর পর ছোট অবস্থায় চারাগুলো তুলে কম্পোস্ট ও ভিটি বালি মিশ্রিত অন্য টবে স্থানান্তর করতে হয়। একটি বীজ থেকে এক বা একাধিক চারা হতে পারে। কম্পোস্ট ও ভিটিবালি মিশ্রিত টবে একবারে বীজ লাগিয়েও এই চারা উৎপাদন করা যায়। তবে এক্ষেত্রে চারার অঙ্কুরোদগম ক্ষমতা কমে যায়। বীজের চারাতেও বংশগত গুণাগুণ ঠিক থাকে। কলমের মাধ্যমেও আমড়ার বংশবিস্তার হয়ে থাকে। তবে এ ক্ষেত্রে দেশি আমড়ার চারা রুটস্টক হিসেবে ব্যবহার করে ক্লেফট পদ্ধতিতে আমড়ার কলম করা হয়।,,"দুই-তিন মাস অন্তর 4 কিস্তিতে (বৈশাখ, আষাঢ়, আশ্বিন ও অগ্রহায়ণ) উপরোক্ত সার প্রয়োগ করতে হবে। বারি আমড়া-2 এর ক্ষেত্রে সারের পরিমাণ দ্বিগুণ হবে এবং বছরে দুই কিস্তিতে (বৈশাখ ও অগ্রহায়ণ) সার প্রয়োগ করতে হবে।","গাছের বৃদ্ধির জন্য শুকনা মৌসুমে সেচ প্রয়োগ করা উত্তম। ফলন্ত গাছের বেলায় আমড়ার ফুল ফোঁটার শেষ পর্যায়ে এবং মটর দানার সময়ে একবার, স্প্রিংকলার বা বেসিন পদ্ধতিতে সেচ প্রয়োগ করতে হবে। গাছে সার প্রয়োগের পর হালকা সেচ প্রয়োগ করা হলে সুফল পাওয়া যায়।",খাওয়ার জন্য পুষ্ট ফল গাছ থেকে সংগ্রহ করা হয়। ফল পুষ্ট হলে আমড়ার রং সবুজ এবং গায়ে হালকা বাদামী প্যাচ সৃষ্টি হয়। চারা তৈরির জন্য আমড়া গাছে পাকিয়ে নেয়াই উত্তম। পাকা হালকা হলুদ রং ধারণ করে। পুষ্ট ফলের বীজ থেকেও চারা তৈরি করা যায়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,wax apple,জামরুল,296,1 Jun-30 Jun,06-01,06-30,,,100.0,100.0,,,,,,,,2.0,3.0,,,,,,5,"সাধারণত শাখা কলম ও গুটি কলমের মাধ্যমে জামরুলের বংশ বিস্তার করা হয়। মধ্য-জ্যৈষ্ঠ থেকে মধ্য-আষাঢ় (জুন) মাসে 1 × 1 × 1 মিটার গর্ত করে তা 3 সপ্তাহ উন্মুক্ত রাখতে হবে। তার পর 10-15 কেজি পচা গোবর, 250 গ্রাম টিএসপি এবং 250 গ্রাম এমওপির মিশ্রণ প্রতি গর্তে প্রয়োগ করতে হবে এবং কমপক্ষে এক সপ্তাহ পর চারা লাগাতে হবে। সাধারণত বাড়ির আঙ্গিনায় 1/2টি জামরুলের চারা লাগানো হয়। চারা 5-6 মিটার দূরে লাগাতে হবে।",,,,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,sapodilla,সফেদা,298,,,,,,600.0,600.0,,,,,,,,,,,,,,,8,বাগান আকারে চাষের জন্য 6 × 6 মিটার হিসেবে রোপণের দূরত্ব বজায় রাখতে হবে। এ হিসেবে হেক্টরপ্রতি চারা লাগবে 278টি। চারা লাগানোর 10-15 দিন আগে নিয়ম অনুযায়ী গর্ত তৈরি করে নির্ধারিত হারে সার প্রয়োগ করতে হবে।,,"উল্লিখিত পরিমাণ সার সমান তিন কিস্তিতে যথাক্রমে মার্চ, জুন ও সেপ্টেম্বর বা অক্টোবর মাসে প্রয়োগ করতে হবে। গোবর বা কম্পোস্ট সার মার্চ ও সেপ্টেম্বরে দুই কিস্তিতে দেয়া যেতে পারে। প্রয়োজনে সার প্রয়োগের পর হালকা সেচ দিতে হবে।",সফেদা গাছ খরা সহ্য করতে পারে। তবে বেশি খরার সময় প্রয়োজনীয় সেচ দিলে ফলন ভাল হয়।,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,carambola,কামরাঙ্গা,299,1 Jun-30 Sep; 1 Oct-30 Oct,06-01,09-30,,,700.0,700.0,,,,,,,,2.0,3.0,,,,,,9,চারা বা কলম রোপণের উপযুক্ত সময় মধ্য-জ্যৈষ্ঠ থেকে মধ্য-ভাদ্র (জুন-সেপ্টেম্বর) মাস। তবে সেচ সুবিধা থাকলে আশ্বিন- কার্তিক (অক্টোবর) মাস পর্যন্ত চারা/কলম রোপণ করা যেতে পারে।,,,চারা রোপণের পর 1 মাস নিয়মিত সেচ প্রদান করতে হবে। শুষ্ক মৌসুমে এবং ফল ধরার পর প্রতি 15 দিন অন্তর 2-3 বার সেচ দিলে ফল ঝরার মাত্রা কমে এবং ফলন বৃদ্ধি পায়। বর্ষা মৌসুমে বাগানে পানি নিষ্কাশনের ব্যবস্থা করতে হবে।,"পুষ্ট, রং উজ্জ্বল ও হালকা হলুদ হলেই ফল সংগ্রহ করতে হয়। গাছে ঝাকি দিয়ে ফল আহরণ করা যাবে না এবং আহরণ কালে ফল যাতে মাটিতে না পড়ে এবং কোনভাবে আঘাতপ্রাপ্ত না হয় সেদিকে সতর্ক নজর রাখতে হবে। বৃষ্টির পরপরই ফল সংগ্রহ করা ঠিক নয়। হাত দিয়ে বা জাল লাগানো কোটার সাহায্যে খুব সাবধানে ফল সংগ্রহ করতে হবে। সংগৃহীত ফল সরাসরি রোদে না রেখে ছায়ায় রাখতে হবে। সারের নাম গাছের বয়স বয়সভেদে গাছপ্রতি সারের পরিমাণ 1-3 বছর 4-6 বছর 7 - 10 বছর 10 বছরের ঊর্ধ্বে জৈব সার (কেজি) 10-15 15-20 20-30 30-40 ইউরিয়া (গ্রাম) 300",,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,tikoi (Garcinia),তৈকর,301,,,,,,600.0,600.0,,,,,,,,,,,,,,,6,"গর্ত তৈরির কমপক্ষে 15 দিন পর চারা রোপণ করতে হবে। চারাটি গর্তে সোজা করে লাগাতে হবে। লাগানোর পর ঝর্ণা দিয়ে পানি সেচ, খুঁটি ও বেড়া দিতে হবে।",,,"শুকনা মৌসুমে 15 দিন অন্তর পানি সেচ দেয়া উত্তম। পাহাড়ী অঞ্চলে বর্ষার শেষে মালচিং করা যেতে পারে। এতে মাটির পানি ধারণ ক্ষমতা বৃদ্ধি পায়। মনে রাখতে হবে, সার প্রয়োগের পর পানি সেচ অত্যন্ত জরুরি । জমিতে ‘জো’ না থাকলে ফুল আসার পর ও ফল মটর দানার সময় গাছে অবশ্যই পানি সেচ দিতে হবে।",বছরে সাধারণত 2 বার ফল সংগ্রহ করা হয়। পরিপক্ক অবস্থায় ফলের রং হলদে হয়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,Burmese grape (latkan),লটকন,302,1 Apr-30 May; 1 Sep-30 Sep,04-01,05-30,,,700.0,700.0,,,,,,,,1.0,1.0,,,1 Jul-30 Aug,,,11,বৈশাখ-জ্যৈষ্ট (এপ্রিল-মে) মাস চারা রোপণের উপযুক্ত সময়। তবে বর্ষার শেষের দিকে অর্থাৎ ভাদ্র-আশ্বিন (সেপ্টেম্বর) মাসেও গাছ রোপণ করা যেতে পারে।,,,চারা রোপণের প্রথমদিকে ঘন ঘন সেচ দেয়া দরকার। ফল ধরার পর শুকনো মৌসুমে শীতের শেষে গাছে ফুল আসার পর 2/1টি সেচ দিতে পারলে ফলের আকার বড় হয় ও ফলন বাড়ে।,শীতের শেষে গাছে ফুল আসে এবং জুলাই-আগস্ট মাসে ফল পাকে। ফলের রং হালকা হলুদ থেকে ধূসর বর্ণ ধারণ করলে ফল সংগ্রহের উপযুক্ত সময়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,Indian gooseberry,আমলকি,305,14 Apr-13 Jun; 16 Aug-15 Oct,04-14,06-13,,,700.0,700.0,,,,,,,,1.0,1.0,,,,,,12,বর্ষার শুরুতে অর্থাৎ বৈশাখ-জ্যৈষ্ঠ মাস গাছ রোপণের উপযুক্ত সময়। তবে বর্ষার শেষে অর্থাৎ ভাদ্র-আশ্বিন মাসে গাছ লাগানো যায়। অতিরিক্ত বর্ষায় চারা রোপণ না করাই ভাল।,,,চারা রোপণের প্রথমদিকে প্রয়োজনমতো সেচ দেয়া দরকার। এছাড়া খরা বা শুকনো মৌসুমে পানি সেচ দেয়া ভালো।,"ডালপালায় ঝাকুনি দিয়ে ফল মাটিতে ফেললে ফল আঘাত প্রাপ্ত হয়ে দ্রুত নষ্ট হয়ে যায়। তবে গাছের নিচে জাল ধরে শাখায় ঝাকুনি দিয়েও ফল সংগ্রহ করা যায়। সমস্ত ফল একসাথে পরিপক্ক হয় না। তাই 2/1 দিন পরপর ফল সংগ্রহ করতে হয়। সংগ্রহের সাথে সাথেই ফল বাজারজাত করতে হবে, কেননা সময় অতিবাহিত হওয়ার সাথে সাথে সংগৃহীত ফলে ভিটামিন ‘সি’ এর পরিমাণ কমতে থাকে।",,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,longan,আঁশফল,306,,,,,,500.0,500.0,,,,,,,,,,,,,,,6,গ্রাফটিং ও গুটি কলমের মাধ্যমে চারা তৈরি করা যায়। বাগানে রোপণের দূরত্ব 5 × 5 মিটার রাখতে হবে। এ হিসেবে হেক্টরপ্রতি চারা লাগবে 400টি।,,,খরার সময় পানি সেচের প্রয়োজন হয়। অতিবৃষ্টির সময় পানি নিকাশের ব্যবস্থা করতে হবে।,,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,rambutan,রাম্বুতান,308,15 Sep-15 Oct,09-15,10-15,,,100.0,100.0,,,,,,,,3.0,3.0,10.0,12.0,,,,12,মধ্য-সেপ্টেম্বর থেকে মধ্য-অক্টোবর কলম রোপণের উপযুক্ত সময়।,,,"রাম্বুতান গাছ খরা সংবেদনশীল। চারার বৃদ্ধির জন্য শুকনো মৌসুমে 10-15 দিন পরপর সেচ দিতে হবে। ফলন্ত গাছের বেলায় সম্পূর্ণ ফুল ফোটা পর্যায়ে একবার, ফল মটর দানার মতো হলে একবার এবং এর 15 দিন পর আরও একবার মোট তিনবার সেচের ব্যবস্থা করতে হবে। সার প্রয়োগের পর সেচ দেয়া ভাল। বর্ষার সময় যাতে গাছের গোড়ায় পানি না জমে তার জন্য নিষ্কাশনের ব্যবস্থা করতে হবে। এ ছাড়া ফুল আসার 6-8 সপ্তাহ আগে সামান্য পানির কষ্ট দিলে আগাম ও অধিক ফুল ফুটতে দেখা যায়।",সাধারণত ফল ও স্পাইনলেটের রং লালচে বর্ণ ধারণ করলে ফল সংগ্রহ করতে হবে। অপরিপক্ক ফলে মিষ্টতা ও অন্যান্য গুণাবলী পরিপক্ক ফলের তুলনায় অনেক কম থাকে। ভাল বাজার মূল্য পাওয়ার জন্য ফল লালচে খয়েরী বর্ণ ধারণ করার 10-12 দিনের মধ্যে সংগ্রহ করা ভাল। গাছে ফল অতিরিক্ত পাকিয়ে সংগ্রহ করলে এরিল শুকিয়ে শক্ত হয় এবং ফলের সুগন্ধ ও স্বাদ কমে যায়।,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
fruit,strawberry,স্ট্রবেরি,310,15 Sep-15 Oct; 1 Nov-30 Dec,09-15,10-15,,,,,250.0,200.0,220.0,150.0,,,,,,,,1 Oct-7 Oct,10.0,12.0,15,স্ট্রবেরি রানারের মাধ্যমে বংশ বিস্তার করে থাকে। তাই পূর্ববর্তী বছরের গাছ নষ্ট না করে জমি থেকে তুলে জৈব পদার্থ সমৃদ্ধ হালকা ছায়াযুক্ত স্থানে রোপণ করতে হবে। উক্ত গাছ হতে উৎপন্ন রানারে যখন শিকড় বের হবে তখন তা কেটে 50 ভাগ গোবর ও 50 ভাগ পলিমাটিযুক্ত পলিথিন ব্যাগে লাগাতে হবে এবং হালকা ছায়াযুক্ত নার্সারিতে সংরক্ষণ করতে হবে। অতিরিক্ত বৃষ্টির হাত হতে চারাকে রক্ষার জন্য বৃষ্টির মৌসুমে চারার উপর পলিথিনের ছাউনি দিতে হবে। রানারের মাধ্যমে বংশ বিস্তার করা হলে স্ট্রবেরির ফলন ক্ষমতা ধীরে ধীরে হ্রাস পেতে থাকে। তাই জাতের ফলন ক্ষমতা অক্ষুন্ন রাখার জন্য টিস্যু কালচারের মাধ্যমে উৎপাদিত চারা ব্যবহার করা উত্তম। স্ট্রবেরি উৎপাদনের জন্য কয়েকবার চাষ ও মই দিয়ে উত্তমরূপে জমি তৈরি করতে হবে। চারা রোপণের জন্য বেড পদ্ধ,,,জমিতে রসের অভাব দেখা দিলে প্রয়োজন মতো পানি সেচ দিতে হবে। স্ট্রবেরি জলাবদ্ধতা মোটেই সহ্য করতে পারে না। তাই বৃষ্টি বা সেচের অতিরিক্ত পানি দ্রুত নিষ্কাশনের ব্যবস্থা করতে হবে।,ভাদ্র মাসের মাঝামাঝী (অক্টোবরের শুরু) সময়ে রোপণকৃত বারি স্ট্রবেরি-1 এর ফল সংগ্রহ পৌষ মাসে শুরু হয়ে ফাল্গুন মাস পর্যন্ত চলে। ফল পেকে লাল বর্ণ ধারণ করলে ফল সংগ্রহ করতে হয়। স্ট্রবেরির সংরক্ষণ কাল খুবই কম বিধায় ফল সংগ্রহের পর পরই তা টিস্যু পেপার দিয়ে মুড়িয়ে প্লাস্টিকের ঝুড়ি বা ডিমের ট্রেতে এমনভাবে সংরক্ষণ করতে হবে যাতে ফল গাদাগাদি অবস্থায় না থাকে। ফল সংগ্রহের পর যত তাড়াতাড়ি সম্ভব বাজারজাত করতে হবে। স্ট্রবেরির সংরক্ষণ গুণ ও পরিবহন সহিষ্ণুতা কম হওয়ায় বড় বড় শহরের কাছাকাছি এর চাষ করা উত্ত,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
